Puesto_de_Trabajo,Salario_Promedio_USD,Años_de_Experiencia,Nivel_Educativo,Indice_Exposicion_IA,Factor_Crecimiento_Tecnologico,Probabilidad_Automatizacion_2030,Categoria_Riesgo,Habilidad_1,Habilidad_2,Habilidad_3,Habilidad_4,Habilidad_5,Habilidad_6,Habilidad_7,Habilidad_8,Habilidad_9,Habilidad_10
Diseñador Gráfico,149487,7,Licenciatura,0.21,1.41,0.66,Medio,0.1,0.14,0.86,0.4,0.17,0.51,0.42,0.22,0.72,0.63
Ingeniero de Software,123304,23,Maestría,0.93,1.06,0.4,Medio,0.21,0.14,0.42,0.14,0.42,0.15,0.66,0.79,0.55,0.68
Gerente de Marketing,134134,6,Maestría,0.32,1.49,0.57,Medio,0.73,0.21,0.08,0.28,0.25,0.23,0.19,0.57,0.33,0.82
Diseñador Gráfico,107199,25,Licenciatura,0.46,0.51,0.49,Medio,0.06,0.98,0.79,0.49,0.09,0.59,0.76,0.19,0.57,0.81
Maestro,132658,11,Bachillerato,0.24,0.76,0.13,Bajo,0.11,0.7,0.21,0.93,0.22,0.26,0.3,0.77,0.43,0.82
Científico de Datos,41352,4,Doctorado,0.93,1.26,0.32,Medio,0.84,0.94,0.99,0.13,0.61,0.2,0.26,0.75,0.98,0.59
Investigador UX,43679,21,Bachillerato,0.04,1.1,0.46,Medio,0.89,0.3,0.43,0.53,0.27,0.91,0.46,0.42,0.85,0.31
Médico,122345,27,Doctorado,0.12,0.68,0.29,Bajo,0.84,0.39,0.64,0.94,0.21,0.06,0.54,0.14,0.19,0.89
Especialista en RRHH,108179,29,Bachillerato,0.82,1.02,0.52,Medio,0.67,0.43,0.12,0.1,0.75,0.22,0.03,0.98,0.98,0.38
Obrero de Construcción,77878,18,Doctorado,0.73,1.33,0.73,Alto,0.14,0.82,0.92,0.79,0.2,0.41,0.6,0.16,0.21,0.28
Obrero de Construcción,125777,29,Doctorado,0.51,1.31,0.89,Alto,0.91,0.83,0.25,0.33,0.5,0.01,0.9,0.04,0.32,0.57
Científico de Datos,112124,0,Bachillerato,0.65,1.03,0.39,Medio,0.2,0.91,0.26,0.28,0.41,0.14,0.51,0.67,0.79,0.71
Mecánico,126367,11,Doctorado,0.46,0.54,0.31,Medio,0.44,0.25,0.68,0.72,0.9,0.76,0.05,0.37,0.27,0.39
Conductor de Camión,77080,11,Licenciatura,0.1,1.02,0.88,Alto,0.7,0.45,0.52,0.52,0.69,0.05,0.71,0.58,0.2,0.05
Chef,61280,2,Bachillerato,0.52,1.26,0.43,Medio,0.38,0.93,0.21,0.1,0.34,0.75,0.63,0.42,0.96,0.73
Gerente de Marketing,39835,27,Maestría,0.74,0.52,0.56,Medio,0.21,0.7,0.31,0.87,0.34,0.62,0.29,0.92,0.78,0.24
Diseñador Gráfico,52369,10,Bachillerato,0.36,1.15,0.6,Medio,0.02,0.96,0.34,0.19,0.85,0.7,0.09,0.12,0.72,0.07
Especialista en RRHH,30637,8,Bachillerato,0.74,0.84,0.45,Medio,0.51,0.36,0.78,0.97,0.58,0.45,0.22,0.65,0.69,0.69
Guardia de Seguridad,62209,27,Maestría,0.9,0.84,0.89,Alto,0.76,0.65,0.39,0.61,0.04,0.76,0.1,0.4,0.1,0.84
Médico,70478,1,Maestría,0.69,1.18,0.26,Bajo,0.13,0.66,0.58,0.03,0.2,0.27,0.07,0.35,0.03,0.55
Enfermero/a,90760,9,Maestría,0.29,1.41,0.18,Bajo,0.27,0.6,0.2,0.07,0.02,0.95,0.72,0.8,0.98,0.93
Conductor de Camión,52505,0,Maestría,0.69,0.84,0.73,Alto,0.57,0.58,0.95,0.44,0.69,0.57,0.18,0.59,0.54,0.49
Analista Financiero,140441,22,Bachillerato,0.16,0.96,0.54,Medio,0.49,0.49,0.08,0.19,0.32,0.42,0.59,0.86,0.16,0.02
Científico Investigador,108944,24,Doctorado,0.43,1.05,0.26,Bajo,0.8,0.1,0.93,0.11,0.63,0.67,0.68,0.27,0.33,0.55
Guardia de Seguridad,40886,21,Maestría,0.85,0.99,0.91,Alto,0.41,0.98,0.77,0.97,0.51,0.47,0.76,0.88,0.96,0.32
Soporte al Cliente,85744,21,Bachillerato,0.53,0.78,0.92,Alto,0.61,0.0,0.81,0.33,0.32,0.38,0.63,0.44,0.63,0.15
Trabajador de Comercio,75778,29,Maestría,0.73,0.75,0.88,Alto,0.58,0.11,0.18,0.04,0.81,0.55,0.32,0.13,0.48,0.53
Especialista en RRHH,88764,7,Bachillerato,0.69,1.4,0.58,Medio,0.74,0.29,0.3,0.78,0.3,0.56,0.25,0.82,0.11,0.83
Analista Financiero,62795,20,Licenciatura,0.19,1.04,0.41,Medio,0.32,0.35,0.06,0.99,0.03,0.66,0.37,0.65,0.36,0.67
Gerente de Marketing,107223,6,Licenciatura,0.69,0.61,0.56,Medio,0.28,0.03,0.41,0.43,0.47,0.7,0.31,0.32,0.06,0.69
Guardia de Seguridad,98835,2,Bachillerato,0.35,1.21,0.83,Alto,0.47,0.51,0.64,0.66,0.29,0.14,0.16,0.64,0.87,0.41
Ingeniero de IA,139640,22,Licenciatura,0.76,1.33,0.27,Bajo,0.61,0.86,0.02,0.11,0.09,0.71,0.07,0.5,0.47,0.31
Obrero de Construcción,87225,4,Doctorado,0.17,0.85,0.89,Alto,0.03,0.67,0.82,0.93,0.88,0.32,0.59,0.08,0.26,0.09
Trabajador de Comercio,37466,7,Doctorado,0.88,0.85,0.84,Alto,0.43,0.46,0.97,0.3,0.63,0.42,0.06,0.49,0.81,0.1
Científico de Datos,80530,11,Doctorado,0.15,1.26,0.59,Medio,0.57,0.47,0.89,0.77,0.81,0.81,0.64,0.46,0.86,0.93
Chef,40040,29,Bachillerato,0.05,1.46,0.41,Medio,0.87,0.39,0.12,0.08,0.16,0.25,0.49,0.7,0.99,0.44
Gerente de Marketing,145874,13,Doctorado,0.52,1.04,0.51,Medio,0.01,0.0,0.1,0.1,0.7,0.2,0.89,0.93,0.98,0.94
Diseñador Gráfico,60985,26,Bachillerato,0.51,0.68,0.62,Medio,0.89,0.85,0.43,0.76,0.1,0.04,0.75,0.43,1.0,0.1
Conductor de Camión,57262,25,Bachillerato,0.48,1.33,0.9,Alto,0.92,0.3,0.95,0.15,0.08,0.43,0.83,0.47,0.83,0.73
Ingeniero de IA,102022,26,Bachillerato,0.95,0.56,0.27,Bajo,0.3,0.5,0.42,0.17,0.36,0.19,0.2,0.19,0.49,0.8
Enfermero/a,31320,16,Maestría,0.89,1.14,0.22,Bajo,0.67,0.45,0.69,0.07,0.86,0.78,0.25,0.77,0.01,0.22
Guardia de Seguridad,84681,0,Maestría,0.78,1.26,0.9,Alto,0.0,0.5,0.7,0.16,0.65,0.08,0.18,0.48,0.65,0.15
Científico Investigador,82167,21,Doctorado,0.2,0.74,0.11,Bajo,0.4,0.65,0.44,0.78,0.72,0.13,0.05,0.88,0.08,0.15
Ingeniero de Software,64477,20,Licenciatura,0.63,1.08,0.69,Medio,0.89,0.41,0.37,0.3,0.15,0.14,0.13,0.11,0.24,0.31
Investigador UX,32565,13,Bachillerato,0.58,1.49,0.45,Medio,0.46,0.32,0.18,0.14,0.95,0.99,0.04,0.15,0.42,0.19
Guardia de Seguridad,112915,15,Bachillerato,0.13,0.96,0.77,Alto,0.35,0.09,0.43,0.98,0.33,0.88,0.84,0.95,0.79,0.66
Guardia de Seguridad,103251,9,Doctorado,0.08,0.96,0.95,Alto,0.77,0.96,0.78,0.87,0.71,0.76,0.52,0.92,0.83,0.84
Diseñador Gráfico,51258,26,Doctorado,0.3,0.54,0.67,Medio,0.59,0.3,0.15,0.83,0.84,0.81,0.65,0.37,0.3,0.01
Obrero de Construcción,115535,15,Licenciatura,0.09,1.13,0.83,Alto,0.53,0.93,0.03,0.77,0.05,0.04,0.43,0.06,0.79,0.53
Diseñador Gráfico,101156,10,Maestría,0.04,1.11,0.62,Medio,0.44,0.55,0.8,0.61,0.22,0.61,0.63,0.73,0.62,0.97
Soporte al Cliente,127417,6,Doctorado,0.95,1.04,0.87,Alto,0.1,0.38,0.77,0.71,0.04,0.55,0.09,1.0,0.9,0.02
Diseñador Gráfico,60066,13,Doctorado,0.92,0.85,0.59,Medio,0.44,0.66,0.34,0.32,0.42,0.15,0.83,0.35,0.4,0.89
Médico,78359,23,Licenciatura,0.54,1.46,0.27,Bajo,0.17,0.47,0.97,0.37,0.37,0.2,0.11,0.74,0.77,0.97
Diseñador Gráfico,78225,8,Licenciatura,0.24,0.54,0.69,Medio,0.34,0.31,0.91,0.59,0.21,0.89,0.99,0.09,0.86,0.39
Gerente de Marketing,135633,12,Licenciatura,0.91,1.47,0.4,Medio,0.21,0.08,0.56,0.01,0.41,0.07,0.41,0.04,0.84,0.21
Ingeniero de Software,32599,20,Bachillerato,0.87,1.25,0.39,Medio,0.07,0.72,0.39,0.77,0.45,0.35,0.45,0.75,0.9,0.05
Ingeniero de Software,41394,24,Licenciatura,0.69,1.41,0.68,Medio,0.03,0.99,0.32,0.84,0.18,0.06,0.38,0.86,0.22,0.15
Soporte al Cliente,91351,4,Licenciatura,0.94,0.51,0.88,Alto,0.31,0.37,0.47,0.43,0.51,0.58,0.47,0.7,0.72,0.44
Gerente de Marketing,60480,15,Doctorado,0.64,1.27,0.56,Medio,0.59,0.23,0.65,0.33,0.92,0.65,0.28,0.47,0.85,0.34
Conductor de Camión,113442,4,Licenciatura,0.68,1.25,0.74,Alto,0.57,0.91,0.97,0.66,0.98,0.57,0.44,0.55,0.12,0.4
Analista Financiero,32199,20,Doctorado,0.85,1.26,0.54,Medio,0.35,0.19,0.35,0.68,0.26,0.43,0.39,0.77,0.88,0.7
Médico,111646,27,Bachillerato,0.43,0.64,0.09,Bajo,0.16,0.13,0.18,0.2,0.11,0.64,0.99,0.88,0.05,0.42
Abogado,146536,28,Bachillerato,0.13,1.35,0.54,Medio,0.93,0.88,0.68,0.66,0.21,0.12,0.42,0.19,0.1,0.3
Trabajador de Comercio,100072,15,Maestría,0.02,0.79,0.81,Alto,0.51,0.18,0.96,0.58,0.52,0.01,0.49,0.84,0.22,0.35
Investigador UX,41246,26,Bachillerato,0.98,0.57,0.66,Medio,0.31,0.59,0.68,0.14,0.44,0.33,0.06,0.83,0.05,0.65
Guardia de Seguridad,120088,5,Doctorado,0.78,0.69,0.87,Alto,0.6,0.18,0.27,0.41,0.7,0.64,0.53,0.77,0.76,0.62
Enfermero/a,41913,21,Maestría,0.33,1.38,0.2,Bajo,0.82,0.55,0.22,0.54,0.37,0.7,0.48,0.84,0.68,0.68
Abogado,127771,14,Doctorado,0.98,1.34,0.62,Medio,0.33,0.54,0.14,0.54,0.15,0.55,0.65,0.39,0.5,0.88
Maestro,82035,28,Doctorado,0.79,0.67,0.06,Bajo,0.19,0.77,0.41,0.87,0.52,0.02,0.72,0.11,0.79,0.17
Enfermero/a,106970,21,Maestría,0.76,1.45,0.14,Bajo,0.83,0.19,0.81,0.66,0.19,0.3,0.13,0.38,0.2,0.64
Analista Financiero,75643,9,Doctorado,0.58,0.87,0.44,Medio,0.67,0.39,0.26,0.4,0.81,0.97,0.64,0.78,0.53,0.62
Médico,111751,13,Doctorado,0.44,0.57,0.29,Bajo,0.79,0.4,0.98,0.35,0.37,0.61,0.27,0.7,0.15,0.11
Ingeniero de Software,145650,29,Licenciatura,0.56,0.61,0.69,Medio,0.57,0.15,0.31,0.8,0.52,0.19,0.1,0.43,0.34,0.66
Obrero de Construcción,94649,9,Licenciatura,0.25,1.36,0.93,Alto,0.9,0.95,0.84,0.59,0.41,0.49,0.87,0.3,0.16,0.14
Científico Investigador,95615,25,Licenciatura,0.72,0.53,0.19,Bajo,0.88,0.02,0.41,0.93,0.35,0.46,0.98,0.2,0.07,0.86
Conductor de Camión,144317,8,Doctorado,0.47,1.01,0.91,Alto,0.74,0.27,0.02,0.48,0.86,0.9,0.96,0.88,0.58,0.44
Gerente de Marketing,66640,11,Licenciatura,0.74,1.04,0.33,Medio,0.93,0.46,0.36,0.63,0.67,0.21,0.84,0.29,0.19,0.41
Guardia de Seguridad,47528,4,Maestría,0.81,1.44,0.74,Alto,0.07,0.56,0.29,0.83,0.67,0.97,0.25,0.49,0.5,0.24
Médico,53655,12,Doctorado,0.44,0.95,0.14,Bajo,0.02,0.52,0.34,0.0,0.31,0.28,0.39,0.13,0.51,0.69
Científico de Datos,102264,4,Doctorado,0.93,0.95,0.57,Medio,0.27,0.41,0.71,0.51,0.93,0.74,0.56,0.89,0.67,0.65
Científico Investigador,42550,15,Bachillerato,0.39,1.18,0.27,Bajo,0.32,0.22,0.59,0.07,0.71,0.7,0.35,0.89,0.5,0.65
Investigador UX,91284,13,Bachillerato,0.42,1.36,0.39,Medio,0.39,0.32,0.15,0.29,0.23,0.92,0.74,0.32,0.76,0.02
Científico de Datos,51200,20,Bachillerato,0.25,0.61,0.65,Medio,0.2,0.82,0.41,0.01,0.73,0.6,0.34,0.28,0.07,0.94
Enfermero/a,147529,14,Licenciatura,0.09,1.37,0.12,Bajo,0.2,0.28,0.56,0.07,0.48,0.9,0.19,0.33,0.4,0.59
Médico,46151,5,Licenciatura,0.39,0.57,0.14,Bajo,0.19,0.65,0.03,0.29,0.55,0.28,0.55,0.11,0.94,0.29
Chef,146849,28,Licenciatura,0.33,1.28,0.4,Medio,0.67,0.32,0.51,0.67,0.59,0.58,0.07,0.25,0.57,0.02
Especialista en RRHH,44537,21,Maestría,0.23,0.75,0.51,Medio,0.58,0.91,0.39,0.93,0.65,0.91,0.83,0.69,0.36,0.24
Trabajador de Comercio,72294,14,Licenciatura,0.95,1.46,0.88,Alto,0.88,0.92,0.51,0.63,0.42,0.42,0.04,0.43,0.67,0.42
Trabajador de Comercio,45749,23,Bachillerato,0.33,0.63,0.9,Alto,0.67,0.24,0.54,0.4,0.94,0.61,0.16,0.5,0.86,0.67
Investigador UX,91561,20,Bachillerato,0.25,1.39,0.6,Medio,0.73,0.35,0.89,0.64,0.85,0.36,0.15,0.33,0.46,0.53
Analista Financiero,55757,10,Licenciatura,0.55,1.34,0.37,Medio,0.32,0.89,0.56,0.58,0.48,0.55,0.2,0.55,1.0,0.57
Analista Financiero,32251,9,Licenciatura,0.68,0.75,0.5,Medio,0.75,0.56,0.08,0.19,0.22,0.26,0.57,0.5,0.2,0.07
Maestro,94274,3,Bachillerato,0.98,0.97,0.27,Bajo,0.85,0.51,0.71,0.19,0.69,0.27,0.83,0.08,0.77,0.1
Analista Financiero,136023,0,Licenciatura,0.3,1.15,0.5,Medio,0.37,0.65,0.95,0.04,0.92,0.61,0.81,0.38,0.47,0.87
Diseñador Gráfico,126746,18,Bachillerato,0.53,0.52,0.36,Medio,0.64,0.72,0.58,0.14,0.45,0.36,0.5,0.87,0.78,0.08
Diseñador Gráfico,115421,2,Bachillerato,0.47,1.24,0.36,Medio,0.67,0.24,0.44,0.02,0.15,0.09,0.24,0.1,0.69,0.03
Trabajador de Comercio,45817,8,Bachillerato,0.14,1.45,0.93,Alto,0.23,0.61,0.03,0.93,0.52,0.04,0.34,0.08,0.39,0.67
Médico,76205,7,Bachillerato,0.38,0.62,0.11,Bajo,0.1,0.81,0.14,0.6,0.34,0.23,0.64,0.46,0.4,0.59
Abogado,142398,26,Maestría,0.3,1.06,0.57,Medio,0.03,0.47,0.06,0.19,0.56,0.87,0.88,0.07,0.42,0.58
Ingeniero de Software,54453,10,Bachillerato,0.77,1.24,0.66,Medio,0.01,0.22,0.83,0.67,0.89,0.06,0.6,0.57,0.04,0.51
Investigador UX,129821,29,Maestría,0.19,0.77,0.56,Medio,0.47,0.86,0.34,0.27,0.98,0.91,0.03,0.77,0.11,0.03
Científico Investigador,89615,10,Licenciatura,0.27,1.32,0.23,Bajo,0.98,0.71,0.42,0.7,1.0,0.71,0.76,0.94,0.11,0.7
Obrero de Construcción,57470,9,Doctorado,0.95,0.71,0.83,Alto,0.68,0.25,0.6,0.26,0.33,0.44,0.53,0.45,0.49,0.3
Chef,102082,12,Bachillerato,0.38,1.37,0.45,Medio,0.35,1.0,0.48,0.81,0.8,0.93,0.08,0.27,0.77,0.56
Analista Financiero,90639,23,Licenciatura,0.17,0.78,0.51,Medio,0.28,0.21,0.09,0.16,0.77,0.72,0.05,0.2,0.56,0.32
Soporte al Cliente,61854,28,Bachillerato,0.78,1.39,0.84,Alto,0.35,0.61,0.09,0.01,0.02,0.41,0.23,0.16,0.62,1.0
Gerente de Marketing,110882,2,Maestría,0.55,0.62,0.67,Medio,0.29,0.88,0.28,0.81,0.21,0.29,0.19,0.26,0.83,0.64
Ingeniero de IA,143352,14,Licenciatura,0.97,0.96,0.29,Bajo,0.2,0.9,0.01,0.55,0.42,0.53,0.55,0.39,1.0,0.98
Mecánico,91922,9,Doctorado,0.98,1.29,0.7,Medio,0.89,0.42,0.78,0.91,0.71,0.42,0.07,0.81,0.95,0.36
Guardia de Seguridad,116195,15,Bachillerato,0.33,1.08,0.78,Alto,0.61,0.97,0.67,0.36,0.94,0.57,0.13,0.5,0.65,0.84
Chef,91775,24,Bachillerato,0.3,0.68,0.55,Medio,0.23,0.08,0.0,0.61,0.36,0.75,0.38,0.49,0.41,0.65
Obrero de Construcción,86776,9,Doctorado,0.3,1.12,0.79,Alto,0.39,0.54,0.09,0.74,0.4,0.48,0.97,0.34,0.65,0.39
Mecánico,142192,18,Bachillerato,0.85,0.74,0.58,Medio,0.07,0.96,0.35,0.83,0.32,0.63,0.98,0.88,0.16,0.55
Maestro,120351,1,Licenciatura,0.43,0.84,0.13,Bajo,0.54,0.19,0.54,0.28,0.29,0.74,0.03,0.38,0.41,0.49
Soporte al Cliente,50080,3,Maestría,0.37,0.71,0.92,Alto,0.98,0.02,0.55,0.34,0.28,0.34,0.64,0.19,0.91,0.47
Conductor de Camión,95729,5,Doctorado,0.77,0.52,0.81,Alto,0.36,0.34,0.34,0.03,0.15,0.14,0.99,0.02,0.17,0.97
Soporte al Cliente,123330,1,Licenciatura,0.45,0.58,0.87,Alto,0.14,0.67,0.98,0.53,0.21,0.63,0.51,0.53,0.48,0.67
Maestro,96302,29,Maestría,0.99,1.33,0.12,Bajo,0.73,0.21,0.78,0.15,0.47,0.79,0.28,0.84,0.64,0.4
Especialista en RRHH,97986,4,Bachillerato,0.93,0.72,0.58,Medio,0.71,0.92,0.71,0.58,0.9,0.83,0.72,0.03,0.37,0.63
Mecánico,43776,23,Licenciatura,0.32,0.64,0.52,Medio,0.29,0.23,0.4,0.79,0.49,0.22,0.12,0.5,0.79,0.65
Investigador UX,37163,0,Licenciatura,0.44,1.36,0.37,Medio,0.53,0.36,0.12,0.05,0.56,0.02,0.1,0.35,0.04,0.4
Chef,135001,17,Doctorado,0.35,1.29,0.55,Medio,0.45,0.09,0.62,0.16,0.08,0.66,0.91,0.46,0.04,0.88
Guardia de Seguridad,108156,8,Bachillerato,0.87,0.89,0.79,Alto,0.54,0.96,0.9,0.47,0.7,0.58,0.69,0.83,0.03,0.33
Científico Investigador,68842,28,Maestría,0.95,0.51,0.1,Bajo,0.99,0.49,0.57,0.17,0.89,0.23,0.19,0.23,0.92,0.7
Obrero de Construcción,78039,0,Bachillerato,0.38,1.41,0.9,Alto,0.75,0.97,0.37,0.61,0.91,0.79,0.56,0.08,0.65,0.53
Gerente de Marketing,59552,1,Doctorado,0.88,0.84,0.45,Medio,0.67,0.49,0.09,0.39,0.09,0.19,0.01,0.18,0.33,0.54
Investigador UX,144759,18,Licenciatura,0.54,1.21,0.44,Medio,0.75,0.62,0.46,0.19,0.3,0.62,0.43,0.89,0.23,0.07
Obrero de Construcción,131442,13,Licenciatura,0.89,0.86,0.86,Alto,0.23,0.56,0.79,0.87,0.11,0.36,0.64,0.03,0.69,0.53
Diseñador Gráfico,126969,24,Licenciatura,0.81,0.79,0.7,Medio,0.82,0.71,0.06,0.9,0.79,0.23,0.39,0.27,0.98,0.85
Maestro,111606,11,Licenciatura,0.79,0.96,0.1,Bajo,0.21,0.15,0.55,0.92,0.99,0.29,0.7,0.6,0.49,0.67
Maestro,137904,28,Doctorado,0.94,1.21,0.24,Bajo,0.24,0.17,0.39,0.77,0.94,0.43,0.77,0.47,0.3,0.74
Científico Investigador,93878,11,Maestría,0.2,0.81,0.17,Bajo,0.19,0.93,0.59,0.12,0.18,0.95,0.74,0.73,0.07,0.9
Médico,71986,2,Doctorado,0.66,1.46,0.08,Bajo,0.48,0.05,0.5,0.25,0.91,0.4,0.63,0.86,0.98,0.5
Trabajador de Comercio,65169,23,Licenciatura,0.08,0.51,0.85,Alto,0.07,0.38,0.0,0.62,0.43,0.13,0.3,0.57,0.66,0.46
Ingeniero de IA,47330,9,Doctorado,0.11,0.58,0.06,Bajo,0.54,0.71,0.13,0.64,0.48,0.99,0.72,0.66,0.57,1.0
Gerente de Marketing,119937,16,Doctorado,0.54,0.96,0.48,Medio,0.43,0.53,0.27,0.93,0.49,0.84,0.48,0.72,0.34,0.62
Mecánico,113301,23,Doctorado,0.37,1.38,0.35,Medio,0.49,0.19,0.86,0.25,0.63,0.17,0.4,0.9,0.17,0.66
Científico Investigador,81899,17,Maestría,0.42,1.04,0.19,Bajo,0.6,0.64,0.27,0.4,0.04,0.77,0.84,0.2,0.2,0.04
Obrero de Construcción,100390,3,Maestría,0.81,0.86,0.82,Alto,0.29,0.6,0.72,0.45,0.87,0.52,0.14,0.62,0.46,0.94
Diseñador Gráfico,106019,26,Maestría,0.4,1.15,0.51,Medio,0.37,0.99,0.3,0.28,0.86,0.0,0.2,0.59,0.16,0.99
Mecánico,129878,15,Licenciatura,0.6,0.66,0.42,Medio,0.61,0.55,0.78,0.27,0.65,0.29,0.59,0.61,0.12,0.55
Investigador UX,55463,8,Bachillerato,0.5,1.2,0.33,Medio,0.94,0.46,0.94,0.11,0.95,0.11,0.46,0.94,0.23,0.03
Investigador UX,115275,13,Doctorado,0.6,1.01,0.31,Medio,0.65,0.17,0.93,0.69,0.71,0.23,0.88,0.54,0.86,0.27
Trabajador de Comercio,81408,2,Bachillerato,0.39,0.72,0.89,Alto,0.78,0.92,0.38,0.51,0.36,0.26,0.75,0.34,0.43,0.4
Conductor de Camión,93305,29,Bachillerato,0.92,1.17,0.82,Alto,0.78,0.64,0.06,0.1,0.04,0.46,0.83,0.31,0.38,0.91
Analista Financiero,115442,3,Licenciatura,0.67,0.77,0.35,Medio,0.02,0.11,0.29,0.55,0.06,0.14,0.18,0.63,0.62,0.55
Soporte al Cliente,86467,21,Maestría,0.37,0.6,0.76,Alto,0.9,0.98,0.65,0.92,0.64,0.03,1.0,0.1,0.68,0.25
Obrero de Construcción,87304,26,Maestría,0.65,0.94,0.76,Alto,0.33,0.34,0.96,0.8,0.46,0.2,0.81,0.16,0.21,0.37
Maestro,62734,29,Doctorado,0.13,0.62,0.17,Bajo,0.28,0.57,0.45,0.43,0.11,0.14,0.82,0.89,0.23,0.11
Maestro,76865,12,Maestría,0.61,1.22,0.14,Bajo,0.68,0.71,0.94,0.06,0.19,0.07,0.87,0.79,0.57,0.08
Abogado,147882,3,Licenciatura,0.3,1.06,0.4,Medio,0.07,0.73,0.3,0.45,0.13,0.8,0.57,0.9,0.5,0.94
Ingeniero de IA,126666,18,Bachillerato,0.58,1.43,0.13,Bajo,0.37,0.05,0.59,0.72,0.77,0.15,0.44,0.18,0.66,0.16
Médico,113319,3,Licenciatura,0.14,0.62,0.12,Bajo,1.0,0.33,0.94,0.39,0.44,0.8,0.09,0.18,0.97,0.51
Enfermero/a,134041,5,Maestría,0.91,1.37,0.16,Bajo,0.16,0.83,0.32,0.42,0.68,0.35,0.63,0.89,0.8,0.38
Maestro,43760,26,Maestría,0.29,0.85,0.17,Bajo,0.42,0.13,0.16,0.34,0.56,0.59,0.49,0.74,0.74,0.43
Analista Financiero,118670,29,Maestría,0.53,0.88,0.36,Medio,0.98,0.37,0.63,0.49,0.14,0.06,0.63,0.25,0.24,0.96
Guardia de Seguridad,80806,19,Maestría,0.03,0.84,0.85,Alto,0.33,0.03,0.44,0.11,0.62,0.62,0.04,0.29,0.41,0.55
Analista Financiero,83276,4,Licenciatura,0.29,1.48,0.32,Medio,0.99,0.05,0.29,0.49,0.14,0.13,0.26,0.97,0.38,0.57
Soporte al Cliente,58897,18,Maestría,0.74,1.19,0.78,Alto,0.11,0.28,0.21,0.14,0.02,0.94,0.92,0.05,0.17,0.14
Abogado,44842,0,Licenciatura,0.2,1.45,0.33,Medio,0.21,0.08,0.98,0.92,0.72,0.43,0.19,0.22,0.44,0.77
Obrero de Construcción,115984,27,Licenciatura,0.31,1.1,0.76,Alto,0.58,0.39,0.03,0.4,0.92,0.29,0.32,0.07,0.62,0.85
Investigador UX,105664,4,Doctorado,0.24,1.46,0.6,Medio,0.57,0.31,0.22,0.72,0.52,0.52,0.07,0.51,0.82,0.95
Maestro,130777,22,Doctorado,0.57,1.22,0.24,Bajo,0.9,0.0,0.0,0.47,0.03,0.97,0.22,0.47,0.06,0.52
Médico,82723,29,Doctorado,0.04,0.84,0.15,Bajo,0.99,0.21,0.54,0.99,0.79,0.99,0.97,0.49,0.7,0.11
Especialista en RRHH,104039,5,Bachillerato,0.81,1.01,0.58,Medio,0.75,0.25,0.88,0.46,0.21,0.87,0.42,0.75,0.55,0.38
Mecánico,33974,17,Maestría,0.58,0.89,0.34,Medio,0.9,0.04,0.86,0.36,0.64,0.92,0.15,0.57,0.76,0.76
Obrero de Construcción,148821,24,Maestría,0.62,1.26,0.91,Alto,0.76,0.35,1.0,0.43,0.02,0.36,0.13,0.12,0.28,0.05
Obrero de Construcción,51944,1,Bachillerato,0.07,0.7,0.72,Alto,0.06,0.27,0.57,0.96,0.88,0.88,0.18,0.26,0.08,0.78
Obrero de Construcción,127065,3,Maestría,0.56,0.75,0.76,Alto,0.99,0.76,0.84,0.57,0.87,0.65,0.95,0.28,0.6,0.69
Guardia de Seguridad,130874,25,Bachillerato,0.88,1.48,0.82,Alto,0.39,0.47,0.85,0.65,0.04,0.54,0.02,0.78,0.33,0.47
Analista Financiero,41039,9,Doctorado,0.05,0.66,0.46,Medio,0.23,0.34,1.0,0.83,0.88,0.94,0.34,0.3,0.23,0.83
Mecánico,102816,5,Licenciatura,0.91,0.73,0.58,Medio,0.55,0.54,0.72,0.21,0.16,0.65,0.29,0.97,0.45,0.11
Científico de Datos,133722,9,Licenciatura,0.31,0.65,0.47,Medio,0.96,0.41,0.35,0.44,0.01,0.13,0.85,0.98,0.16,0.54
Soporte al Cliente,136657,8,Doctorado,0.16,0.69,0.93,Alto,0.71,0.15,0.39,0.06,0.43,0.78,0.55,0.65,0.33,0.16
Enfermero/a,135817,9,Bachillerato,0.82,1.14,0.11,Bajo,0.42,0.8,0.54,0.3,0.27,0.22,0.82,0.58,0.71,0.86
Ingeniero de Software,93483,25,Doctorado,0.25,0.68,0.48,Medio,0.04,0.79,0.88,0.69,0.27,0.12,0.38,0.83,0.35,0.03
Trabajador de Comercio,111165,4,Doctorado,0.99,1.18,0.93,Alto,0.77,0.54,0.15,0.35,0.58,0.87,0.27,0.12,0.56,0.18
Científico de Datos,73815,28,Doctorado,0.26,0.73,0.46,Medio,0.59,0.55,0.24,0.89,0.11,0.04,0.6,0.12,0.5,0.95
Obrero de Construcción,40244,20,Doctorado,0.62,1.07,0.74,Alto,0.43,0.34,0.95,0.24,0.47,0.94,0.79,0.96,0.61,0.33
Científico de Datos,116483,5,Bachillerato,0.29,0.66,0.58,Medio,0.64,0.88,0.96,0.86,0.06,0.66,0.78,0.98,0.37,0.17
Científico de Datos,149346,28,Bachillerato,0.32,1.1,0.46,Medio,0.4,0.73,0.36,0.69,0.01,0.32,0.32,0.75,0.31,0.63
